"hopt_dist","hopt_edu","hopt_safe","hopt_nroom","hopt_fq","hopt_loc","hopt_price_rnorm","hopt_price"
4,0,4,2,2,1,-0.732843551620337,194185.203691307
3,0,2,1,3,5,0.667046711735541,230614.884675067
3,0,4,2,5,1,0.0577429149671784,216722.109929936
4,1,4,1,2,1,-0.636809448625958,189784.72786019
1,0,2,1,3,3,-1.56951278844679,167758.366106895
3,0,3,1,1,3,-1.19505291037957,179427.418589795
2,0,3,0,2,5,-1.25257655084818,179756.439367234
3,0,3,1,2,4,-0.340244438759389,201210.937903434
4,0,2,1,2,5,0.740099221445815,230142.401131643
3,0,3,3,3,3,0.457572197251353,228487.041528055
5,0,4,4,4,2,1.42401120618829,243137.10169974
3,0,3,1,3,3,-0.169736367129687,205583.065001226
3,0,3,0,3,4,-0.065562357682169,207097.17907542
2,1,2,3,5,3,0.876885618176694,245710.207121101
3,0,4,3,2,1,-0.22035547822361,202819.255906593
4,0,3,1,2,2,-0.496152912579842,197840.312313164
2,1,4,1,5,3,0.912280793018857,238595.197627585
5,0,3,0,3,4,1.09734741452902,245571.693490409
3,1,4,1,2,3,0.130782296229765,220114.758995938
2,0,2,3,4,2,-0.459110217506629,197164.586619076
1,0,4,2,4,2,-0.355596593077514,197138.276814992
3,0,1,2,3,5,0.770441055198625,240465.634918518
4,1,4,2,5,2,1.50913749893485,331164.974662744
5,0,3,1,4,1,0.182911319112866,218744.665940487
3,0,3,1,3,1,-1.0229346785704,184681.704000199
4,0,4,1,2,3,0.120859873921186,211503.86709507
2,0,4,1,4,2,-0.418881955431924,200636.126054467
3,0,2,2,2,2,-0.897084715865139,188921.028345258
2,0,4,1,1,2,-1.01025253610259,181985.375596596
4,0,3,0,2,3,-0.405503995494729,201878.267608284
3,0,3,1,2,4,-0.000877321809581222,214193.444748017
3,0,3,1,1,4,-0.0910023817344043,209315.892514906
4,0,2,0,3,5,0.213477120262882,218080.722095952
4,0,4,3,5,5,2.91902959988424,510775.051572783
2,0,2,2,4,4,0.00390057579730067,211512.429133222
4,0,1,2,2,3,-0.71528249164143,189001.754362469
4,0,1,0,3,4,-0.103444969633638,210572.214815584
1,0,4,2,4,3,0.385577690320872,220779.581454843
1,0,3,2,4,3,-0.210155055076532,203504.790927582
4,1,4,1,4,3,1.95549012418705,384089.134099698
3,0,2,1,2,2,-1.68088997920157,168940.415476109
1,0,4,1,2,5,-0.37729804140574,202902.239309879
2,0,4,3,4,2,0.257455965183922,220456.342741752
2,1,4,4,5,4,2.16275348593655,377838.503026212
1,0,2,0,3,5,0.0333962799928417,213308.737679029
2,0,5,0,3,2,-0.689199054686464,190151.627380206
2,0,4,1,4,3,-0.242718270809516,202601.629316469
2,0,4,3,2,4,0.745537530761779,234394.115662545
2,0,2,3,3,5,1.13487403656754,254566.516483261
1,0,4,1,3,4,-0.68048501776155,190734.400802307
2,0,4,1,1,4,-0.118787113645916,211807.148954174
4,1,3,0,3,4,0.566224997781419,229896.910278638
3,1,5,2,5,2,0.847328405089214,245541.30598322
4,0,2,1,2,3,-0.242956000378022,207003.659346893
2,0,5,2,2,2,-0.472216096643985,196328.980404347
4,0,2,1,4,1,-0.920901622604695,188374.437627475
3,1,5,0,2,3,0.210443760885587,216416.437461314
5,1,5,4,4,2,2.50893196459921,374139.030040185
4,0,3,0,3,2,-0.459628468864239,195166.815073437
3,1,3,3,5,3,2.08915712823812,433513.555563387
3,0,4,2,2,3,0.42267431461518,226747.242781782
3,1,3,2,5,2,0.293086267553056,224274.059814969
2,0,4,3,4,3,0.581219875387348,233182.520889772
2,0,4,3,5,2,0.271381126500428,219925.568815719
4,1,3,2,3,4,1.13067840352648,247651.372751405
3,0,2,2,2,1,-1.77349071382853,171340.447700033
4,0,2,1,3,3,0.10454352829101,218281.269447928
4,0,3,2,4,2,0.631517872376719,236363.623052594
3,1,3,1,5,4,1.28327616793181,281313.940746437
4,0,1,1,2,4,-0.469445149669967,197716.664517206
2,0,5,1,4,4,1.02169971298014,248204.47699
2,0,5,4,4,2,0.850387766651147,241089.082711126
3,0,4,1,2,5,0.83558320867235,236258.81987148
2,1,2,1,3,4,-0.197141177511189,201854.650985029
2,1,4,1,3,4,1.21534473594138,255822.410029338
4,1,4,1,3,1,-1.01701806486505,183534.257304036
3,0,3,2,3,3,0.265236972730536,216591.047821293
3,0,4,3,3,3,1.47050625931711,341989.104970228
2,0,3,1,3,2,-1.08778644421408,180724.996224237
2,0,2,3,5,1,-1.10950025502189,181768.765764602
3,0,3,1,3,2,-0.434233327898659,193260.329911629
3,1,3,1,2,3,-0.26596944920239,204140.447774466
3,0,2,3,3,1,-1.22547907430219,179236.911735149
2,0,1,1,1,3,-1.42488615840996,168960.523481853
2,1,3,4,3,3,0.678801293533541,230115.713890271
3,0,4,4,5,2,1.97639325175963,434028.071269772
3,0,2,2,3,3,-0.271824254074911,206564.566966517
2,0,2,1,4,3,-0.333465135720963,200506.123211955
2,0,1,3,3,2,-1.16220304564926,175219.477727365
2,1,5,3,2,3,0.624468295457977,233255.321659875
3,0,3,2,5,2,-0.297655868935132,198696.007887391
2,0,1,0,4,5,-1.02962587617503,184703.967707134
2,1,5,4,3,4,2.12161646428535,434603.231698282
4,0,3,2,3,3,0.617363785016637,234108.2504092
5,0,5,4,3,2,2.71107686932534,465086.585045539
2,0,3,1,2,1,-1.96945501957613,127789.718258789
3,0,4,1,1,3,-0.431239913989746,196167.124043514
2,1,3,1,3,3,-0.238538305672301,201586.256707102
3,1,2,1,3,3,-0.348577156669153,201707.901087443
2,1,3,4,5,4,2.21517167342921,429984.719176024
3,0,2,3,4,1,-0.511287922979198,193480.50489068
1,0,4,4,3,2,0.000222550298496299,213280.320189628
4,0,5,3,1,3,0.808194154519321,237513.812945394
3,0,3,2,2,4,0.071653437961798,218299.813234146
2,1,3,4,3,3,1.12204150263797,257102.793168653
3,0,2,1,4,3,0.334021944059852,221209.955483844
2,0,4,4,4,2,0.978805647959181,251484.296656054
1,1,4,3,5,5,1.64996622403475,323629.34800591
3,0,3,1,3,2,-0.935646467216631,183254.048377132
3,0,4,2,4,3,1.21122675559629,258708.073553644
3,0,3,1,3,3,0.165611884131698,219111.908274044
2,0,4,2,4,1,-0.833646720049077,187775.456555871
3,0,3,0,4,2,-0.871432255846629,185215.165527381
5,0,3,0,4,1,-1.14578542286278,177715.618226513
4,1,4,0,3,5,1.31457135765474,295015.656279632
3,0,4,1,3,3,0.10388300819496,214099.316040265
4,0,3,2,3,3,1.17826394933188,289438.019881326
4,1,3,1,4,3,0.624633367604184,234540.703124417
4,1,2,1,4,4,1.03690127771951,248512.143030284
3,0,4,2,1,4,0.359980939506194,226831.664423693
2,0,3,1,4,2,-0.34131139939477,200048.392738461
5,0,2,2,2,2,-0.095540080314498,209949.790452598
2,1,5,3,4,2,0.873888203136075,243992.829836953
1,1,3,2,5,3,0.328622214821915,221178.078027525
3,1,3,0,3,4,-0.598087975292386,195397.895208781
4,0,3,2,4,5,1.7142337825958,357168.983536457
2,1,4,1,4,3,0.537858667343276,227259.255702725
3,0,4,0,3,2,-1.25230096312483,175868.668205728
2,0,2,1,3,3,-1.27437089831036,177865.114463187
4,1,3,1,4,3,1.25176795694277,252197.611943797
5,0,4,0,3,1,-1.04526091218244,183786.330425971
3,0,3,1,2,1,-1.39110176192666,177141.335183003
3,0,1,1,4,4,0.661896826437754,230791.39126884
2,0,2,4,3,1,-0.923209667122509,188947.859995683
2,0,1,1,3,5,-0.141495298062479,211658.297933361
4,1,3,2,4,3,1.07677284062992,253063.405703078
2,0,4,2,4,2,-0.16661268213156,201744.778432514
1,0,5,2,4,4,1.04359912715612,251033.395145248
4,0,4,0,2,1,-1.59952594263037,167694.978817337
3,0,1,0,2,3,-2.5168835906508,150478.628186782
4,0,2,0,1,3,-1.14321022047014,179888.710395312
3,1,5,4,5,3,1.94584648194096,419746.967197556
3,0,3,1,3,3,-0.50503247517131,195169.425559748
3,0,3,3,2,1,-1.60612243934489,166554.064533719
4,0,3,1,3,2,-0.230678919048219,206292.054220849
2,0,2,2,3,3,-0.0550954781400094,207530.503821817
3,0,3,4,4,5,1.62091886206461,378768.600011824
2,0,2,1,2,2,-2.08105027947687,124879.829024539
4,0,1,1,2,2,-1.75801438584668,171238.438032144
3,0,1,3,4,4,0.440490172003608,226898.520827621
4,0,3,0,2,3,-0.662740735324809,192770.603742758
2,1,4,4,5,3,1.66239182360825,353757.498940696
3,0,3,1,2,3,-0.384949981428497,198388.793718204
1,0,1,1,2,2,-2.4443711160412,117674.196699781
3,1,2,1,1,4,-0.999129474513628,181525.368490154
2,1,3,2,4,5,1.19040599302603,236381.475373148
3,0,2,2,2,1,-1.59348326324668,167038.789599098
3,1,2,2,2,3,-0.208905724296794,206443.006011547
3,0,3,0,2,1,-2.95324519351246,138145.772145522
2,0,4,4,4,3,0.949396948261915,257290.73339917
2,0,2,1,3,5,-0.273961489938503,201599.21136969
4,0,3,3,3,5,2.58774850407935,558768.646398541
3,0,3,1,3,1,-1.60031622755211,165659.778032629
3,0,3,3,1,5,0.921347594252264,242018.828743208
4,1,2,3,1,5,1.33617950043677,251818.335438401
4,0,2,1,2,4,0.203158443959299,217721.520817427
1,0,4,1,5,3,-0.576866454765913,196365.510515764
4,0,3,1,4,3,-0.11974856095027,209820.560085722
5,0,2,1,1,1,-1.50930288152904,173049.438017928
2,0,3,2,5,4,0.665691272007017,235854.311864316
2,0,4,1,2,3,-0.70368483846647,190926.912324716
4,0,1,1,2,3,-0.695466054855093,192131.182041472
4,0,4,1,4,1,-0.238816257245317,204019.511807744
3,1,4,1,4,3,1.07644197880656,256210.120334923
2,0,1,1,4,4,-0.552002429702298,198052.57504522
4,1,2,3,3,2,0.0903742988074933,218175.289016134
2,0,3,0,3,3,-1.43718961035335,171511.120217763
4,0,4,1,5,2,0.796859843904966,237220.130976608
4,0,2,3,4,2,0.277664477425664,224264.141622309
4,1,2,1,1,2,-0.818599697998283,186443.897532444
4,0,4,3,5,2,0.90531364033415,241327.146278393
3,1,2,2,3,1,-0.919485646949089,187530.777697921
2,1,4,2,3,4,0.616797606509474,233644.267173983
2,0,4,2,3,3,0.357069258448473,224978.782012576
5,0,2,0,1,4,-0.379733639539455,200694.249529488
3,1,5,1,3,2,-0.413657645975203,199438.438245748
1,0,3,2,3,5,-0.254364882594898,207179.118636638
2,0,4,3,2,3,-0.229157457716486,204255.886647205
1,0,2,1,3,5,-0.68177745627075,189578.232126491
2,0,1,0,2,4,-1.72152593595765,174232.432289353
2,0,2,3,5,2,0.04960773811646,217965.963437065
3,0,3,4,4,3,1.1542406014778,243651.964578292
4,0,2,2,2,1,-0.802615807086762,187925.454011483
4,0,2,0,5,2,-0.128038081709864,208756.337722552
2,0,4,1,3,3,-0.729266693828858,193324.773138967
5,1,2,2,3,2,0.0978784715718113,211860.817844743
3,0,3,0,3,5,1.26869378236335,254333.439951547
2,1,2,2,3,3,-0.319024547789917,202787.083052108
1,1,2,3,4,3,-0.0435819398111231,213212.920048112
3,0,3,3,3,2,0.0622816621073347,216728.611424966
2,0,4,1,4,1,-1.11817276184268,184766.316036027
1,0,4,1,3,1,-2.17501997728435,123121.631464285
5,0,3,1,4,4,1.26875829665807,310403.028240502
4,1,3,1,2,5,1.02861741740459,252716.506148241
1,0,1,1,3,5,-0.970918416696775,182285.904557418
5,1,5,3,5,3,2.52181067538013,400410.896156258
3,0,2,1,1,4,-0.753097982183232,185372.795441375
2,0,1,2,1,1,-3.02849136628117,134409.648311701
5,1,5,4,4,1,0.960094161647434,251344.159754821
4,1,5,3,4,3,1.96879871281636,381293.084741966
1,0,3,1,4,4,-0.525356322371069,195317.093199643
3,1,2,2,4,2,0.165831327646929,219104.079206628
2,0,2,2,4,1,-0.806703135710229,187892.488555918
3,0,2,2,4,3,0.0580209082184491,216125.192576319
4,0,3,2,4,3,0.812358813078422,239237.220718837
5,1,3,1,4,2,0.639797235532411,233346.062910651
3,0,3,0,2,2,-1.76751672968212,173011.733570806
3,0,4,4,5,3,1.94270375573897,375417.122668335
3,0,4,1,3,2,-0.0659616693326625,209424.976049076
2,0,1,1,4,2,-1.19435225128435,177054.362627748
4,0,2,1,1,4,0.173913489704036,222507.099412466
5,1,4,1,4,2,1.09329295578968,257948.310825218
3,0,3,0,3,3,-0.283528976421701,199312.115129695
3,0,3,4,4,5,1.97904395619298,401766.223782658
3,0,2,3,3,3,0.414021685931658,227272.162736008
1,0,5,0,3,4,-0.595331786831861,189728.885885498
5,0,1,0,2,3,-1.10088951699856,184098.24762359
3,0,1,0,1,5,-0.98410832600902,183669.846775431
3,1,3,0,1,4,-0.457840914391129,192882.378715004
3,1,4,1,4,4,1.34779711615789,274625.240244526
4,1,3,1,2,4,0.476088671350236,230291.663011034
1,0,1,2,1,3,-1.76178252207807,170373.458343335
4,0,3,2,1,4,0.69359393601118,234657.89341521
4,0,2,3,4,5,2.32066695346637,379507.790244514
4,1,3,2,4,3,1.113413452828,254154.173027842
5,0,2,1,2,1,-2.49290578700462,123140.248547421
2,0,4,2,4,1,-1.23848573820573,177866.642411937
2,0,3,0,2,3,-1.73381162313063,169576.928057055
4,0,2,1,3,1,-0.863448784992765,185250.395868248
3,1,4,2,1,3,0.292757426278674,226072.473496765
2,0,4,4,2,1,-0.686329536896523,191032.722653482
4,0,4,4,4,2,1.20409440754499,270948.045292568
4,1,3,2,1,3,0.397264127202111,225500.632062615
4,0,4,0,1,3,-0.808515030639193,188814.498303081
3,0,4,3,1,2,-0.138274976029081,213699.960497271
3,0,2,1,3,2,-1.36843177314226,180064.042164624
3,1,5,4,5,2,1.35067180931002,263589.610667094
4,0,3,1,4,2,0.551236209216551,227375.508779486
4,0,5,0,1,2,-0.847063381975234,188698.495623119
3,0,3,3,3,3,0.143002111167356,221333.791340017
4,0,2,2,3,2,-0.0393815923153579,207678.480534797
2,0,3,2,2,4,0.0491683773911806,216173.807068219
3,0,1,0,3,2,-2.21914649141864,123047.010839083
3,0,1,0,3,3,-1.4987797534746,167882.463736583
2,0,3,4,5,1,0.1154125813417,213735.091686639
1,0,4,1,1,2,-1.87031156089618,158097.404671409
3,1,2,0,1,4,-1.17121036335748,176098.944786811
3,1,5,3,3,3,1.40037066175415,255076.72017731
2,0,3,2,2,4,0.18723290571441,220379.638540872
3,0,4,4,5,2,0.959556940746742,252758.110459484
1,0,4,4,4,1,-0.0721490740088855,207712.800737287
4,0,1,2,2,4,-0.326800220215271,202664.148351868
2,0,1,3,4,4,0.430904333605272,229075.200420915
3,0,4,3,3,2,0.0209663138317349,217065.757268216
1,0,4,1,4,3,-0.422975739234516,199484.640234452
4,0,4,3,4,1,0.500417287406057,226704.366156173
2,0,3,1,3,4,0.380636272716665,222210.309909042
3,1,2,1,2,4,0.357256884485715,226520.99625461
2,0,4,4,1,2,-0.36374958779766,197886.734462921
3,1,2,3,3,3,0.818121747960294,238735.421125567
5,1,3,1,5,3,1.54456689264547,346723.882535895
1,0,3,0,3,4,-1.53398613597827,167678.926489732
3,1,4,0,2,2,-0.373752327945199,199541.136896604
2,0,2,2,5,3,0.334401907705607,221684.480943994
2,0,2,1,2,3,-1.35862447183011,177848.385203432
1,0,5,1,2,4,-0.519021027658325,195764.939625146
3,0,3,1,4,2,0.0223537013095261,213531.51911571
3,0,1,3,4,5,0.709148921412369,229998.109812296
4,1,4,1,2,4,0.922567483580599,240228.482776161
2,0,5,4,5,3,1.98631944954063,415030.439036697
3,1,3,3,3,3,0.607214853157184,233608.39601075
4,0,1,3,3,5,1.51304149841006,375382.827098189
1,0,2,2,5,5,0.778632298654917,236304.975232956
2,0,3,1,4,4,0.276696522581594,220788.683012854
3,0,2,0,4,3,-1.11439024829281,180626.120937798
4,0,2,0,3,4,0.420186453657099,225738.910469728
3,1,3,1,3,3,0.0489146791412814,214284.58349683
2,0,4,4,4,2,0.615926607068428,230034.022148266
2,1,2,2,2,5,0.412768993561346,222521.089914684
1,0,2,1,4,5,0.0818492841333138,214355.168576859
4,0,1,4,4,4,1.7330192179448,328102.760966989
3,0,1,1,2,3,-0.842132034431824,187067.193001083
4,0,3,0,2,4,-0.136038082995855,208602.764687956
2,0,2,1,3,2,-0.884335340706261,188845.085870669
2,1,4,2,5,4,1.14601592494597,253699.956137232
3,1,5,0,4,2,0.399382855051865,225436.13053171
3,0,4,2,3,2,-0.186645941449724,203740.059851429
5,0,1,0,4,3,-0.746111543168511,188634.421426256
3,0,4,1,1,3,-0.790886579008007,186862.501066294
2,0,1,2,3,4,-0.0747472668611892,207467.906823283
3,1,2,2,3,3,0.521660679355627,227442.66451263
4,0,3,4,2,1,-0.671827574202118,190552.811697364
1,0,4,3,1,2,-1.02167198490936,181733.616098337
3,1,3,3,4,4,1.86794117483565,437008.515100485
2,0,5,1,3,1,-0.816292747696218,186613.233966096
3,0,1,1,5,2,-0.185020688181061,206301.707421997
2,0,3,1,3,1,-1.90207451665428,118410.894091795
4,0,4,1,2,2,0.265783312885981,216342.618833962
3,0,5,0,2,4,-0.0543732611342544,208777.126967782
4,1,3,3,3,4,1.35010374838053,278317.485799242
3,0,2,1,3,3,-0.422673517691582,199213.805700023
4,0,4,1,3,2,0.639546597332233,232077.417103797
4,0,3,2,2,3,0.425236207962885,229069.220127342
5,1,4,0,1,2,-0.43241493790867,194134.975434161
5,0,3,3,3,1,0.343477521599396,222368.560157276
2,1,2,2,3,3,-0.410296088522005,197255.848786524
1,1,2,0,2,4,-1.12823952350529,178692.146837567
2,0,4,2,3,4,0.710314417066208,236408.441374992
3,1,5,2,5,3,1.47957279412024,323391.356476441
1,0,2,1,3,4,-1.03549144240095,183607.303331385
3,0,3,2,4,3,0.251632802795521,222850.223669584
3,0,4,3,3,2,0.404344611231126,224389.415979739
4,0,1,1,3,1,-1.78585586019125,168946.218492095
1,0,1,3,3,3,-0.963611564328658,184282.797653767
5,0,3,1,4,3,1.13693764146069,255251.992178727
3,0,4,3,2,3,0.41683021446435,225508.408167284
4,0,4,0,2,2,-0.673990120086045,192497.731799503
4,1,3,1,2,3,0.24932752407775,218710.551375352
2,0,2,1,2,4,-0.404740166341254,202813.680775314
4,0,3,1,2,1,-1.37594327817137,179455.319045538
2,0,3,3,4,4,0.701149667450675,232871.575741369
2,0,3,1,2,2,-1.83583461747866,173540.273285212
3,0,2,3,4,4,1.03216911115031,243156.04413665
5,0,1,0,1,2,-1.13784073870832,177458.727386306
2,0,3,1,4,5,0.706527409428204,231740.921334404
4,1,3,1,2,1,-0.895672837344161,187753.541263446
4,0,2,0,3,2,-0.75402679742226,188174.615861649
2,1,3,4,5,3,1.40973063884696,237811.853567985
3,0,2,2,2,2,-1.08681982011367,185091.963716336
4,0,5,1,2,3,0.975998290235985,244806.47376235
3,1,2,2,3,4,0.434233867001758,225517.230228494
3,0,3,4,3,2,0.663110578772801,235643.72419551
4,0,3,3,4,1,-0.517514756030154,193403.480732214
1,0,3,4,4,3,-0.352424438929388,202157.545999463
4,0,2,1,2,3,-0.420231945152488,197558.888335423
4,0,2,0,2,1,-1.81734089096711,164933.630062215
3,0,2,3,4,3,0.333404094287096,223135.338279005
1,1,5,3,3,1,-0.511045776597014,197003.009573364
5,1,1,3,2,3,0.484838091210051,226317.081842489
5,1,3,1,1,2,-0.629754199947724,190461.212175215
2,1,5,1,4,5,1.58572816062031,329102.570025164
2,0,2,3,4,3,0.211390387665741,218516.230427467
3,1,3,4,3,3,1.28210635891802,234928.26302023
4,0,3,3,1,3,0.137420074206469,217876.599761243
5,1,4,1,4,3,1.28908957007048,250088.172317878
4,0,3,1,4,5,1.82506352249209,349565.245527647
4,1,5,3,3,3,2.02938552127557,410683.136739364
3,0,5,0,4,3,0.493718111086543,225499.002787839
1,0,4,3,3,1,-0.922064279460367,188041.633645836
3,0,2,0,3,4,-0.232368699247483,201677.170919355
3,0,1,0,3,3,-1.22255675227045,176812.854434806
1,0,4,4,4,3,1.09608958331476,256763.500680849
5,0,3,2,2,4,1.74531909504115,327751.93788862
3,1,3,3,4,3,1.52660849225053,338031.156168661
3,1,2,4,5,4,1.83599040810255,402997.434205087
2,0,2,1,3,4,-0.627524216323263,193274.452428545
2,0,5,1,3,2,-0.381519704376164,198200.863366384
3,1,3,4,5,5,2.30738541470523,393745.720213879
4,0,2,4,4,1,-0.255305701731788,203403.892179991
4,1,3,1,5,3,1.13221056792445,249010.390796789
3,1,5,3,5,2,1.45724951010592,320263.986755135
2,0,3,4,2,2,-0.605125612458332,193949.600030844
1,0,2,3,4,2,-0.745394946352133,186895.284293671
4,0,4,3,4,3,0.90511788738302,245869.523512899
1,0,5,4,4,5,1.68763709151794,320213.098250177
2,0,3,1,2,4,0.231276190762614,219681.69822471
1,0,3,1,3,5,-0.213894323157102,204216.243113818
4,0,2,2,2,1,-1.26546792235638,179636.13633593
1,0,4,3,4,3,-0.0511168338953444,209749.980789966
4,0,2,0,2,5,-0.0934245429834299,208051.205682592
3,1,3,2,3,5,1.19243765866723,303609.590239092
3,0,2,0,2,1,-2.46970615906528,146026.696197453
2,0,4,0,2,3,-1.44158844131942,170939.088272686
1,0,4,3,3,3,-0.145708879936345,210057.468904698
3,0,3,3,2,3,-0.0905539352968099,209160.266059424
5,0,2,0,3,5,0.93319392407404,237242.33536446
2,0,3,3,5,3,0.749609040284078,234179.928874427
2,0,4,3,2,5,1.74706789524825,334994.186562773
2,0,3,1,4,3,-0.368901225009406,202338.467307681
3,0,3,1,4,3,0.410225700932046,224110.741692111
4,1,5,0,5,3,1.40476306575355,238736.817424819
1,0,2,1,5,4,0.136684800969542,222694.33901674
4,1,3,3,2,3,0.887194325100576,243638.076848811
2,0,4,3,5,3,1.26498979586834,286357.228803624
1,1,3,2,2,4,0.26209263249457,221602.667565055
4,0,3,1,1,2,-0.578884311606395,193198.986805324
5,0,2,0,1,4,-0.124516388954434,211862.172503096
2,0,3,0,2,5,-0.362954319114567,201104.160027086
1,0,4,1,4,5,0.996594132536503,244468.417344008
1,0,4,1,3,3,-1.18153978115941,174741.51584237
1,0,4,3,4,4,0.740552442692831,235112.669427362
1,0,3,1,2,3,-1.21867234595676,177597.775253113
1,0,4,1,3,3,0.062994548874108,212338.621944977
4,0,2,1,2,1,-1.4689842193573,167712.699715915
4,1,4,2,4,3,1.09396673937522,257848.520107761
3,0,1,1,3,3,-0.878897831813445,186421.011535345
2,1,4,3,5,2,1.04417656186226,256097.413327979
2,0,4,4,5,5,2.25425212374402,415268.977867536
3,0,3,3,4,2,0.34061888405323,226621.05610717
1,0,2,2,3,4,-0.515438474552201,197311.175980808
3,0,2,1,3,2,-1.46837853004966,174430.868906863
3,0,2,3,3,4,0.640877861370138,236222.897128693
3,0,2,1,3,5,0.185691137469498,216110.310243476
4,0,4,1,1,5,0.698444422019301,230945.095744325
1,0,3,3,2,3,-0.964581501797198,181858.562115772
2,0,4,1,2,4,-0.246453026639391,201988.637105708
2,1,5,1,3,3,0.453608106336716,225645.72028686
3,0,3,1,1,1,-1.62709050580157,173650.17048986
2,0,1,1,2,2,-2.18850159275222,145785.099907014
2,1,4,4,5,2,1.07967679012174,256036.283236343
4,1,5,2,2,1,0.0684430454155238,215614.2122816
3,0,3,2,3,3,-0.3224657870253,201761.680589658
2,0,3,2,4,2,-0.410399293708407,200805.441170919
4,0,1,1,4,2,-0.551675305913755,194688.52651068
4,0,3,1,2,3,-0.24422665248052,202639.959227194
3,0,3,0,2,5,0.344394945782732,222366.269900575
1,0,2,2,3,4,-0.388822011439161,197996.197447153
4,1,3,3,5,4,2.57302326013622,530080.077801541
4,0,3,3,2,1,-0.0596779522837762,211579.846145346
4,0,2,3,5,1,-0.2607001252801,205048.198634607
3,0,4,1,5,3,1.0216425308816,256201.300020959
3,0,3,2,2,5,0.889015744793578,241837.879327627
2,0,3,3,3,4,0.340802527704768,221173.284541388
4,0,5,2,3,3,1.71753870047651,320201.076660794
3,1,4,4,4,4,2.60465056307169,449767.155485055
5,1,2,1,4,1,-0.170908708076806,202059.219595281
2,0,3,3,1,2,-1.46915978312484,170095.342593493
3,1,4,3,5,3,2.01264342529858,374554.808187445
3,1,1,1,2,4,-0.510951208108558,195208.254146496
3,0,3,1,3,3,-0.245752798711927,204320.60194892
2,1,3,4,5,4,1.99981482958992,403367.550105537
5,0,2,0,1,3,-1.45371472688239,168814.265343094
4,0,2,1,3,4,1.16185429220121,247739.903741955
2,1,2,1,2,3,-1.08254380792086,182655.685469079
3,0,3,2,4,2,0.113063923589043,217386.516495067
4,1,3,1,3,4,0.788867454816998,235958.453933735
4,0,2,0,1,2,-2.22133419872367,118995.501056726
2,0,3,1,2,3,-0.829274088152493,186513.819939471
5,0,4,2,1,3,0.632771655640163,235183.826327824
2,0,2,4,4,1,-0.322464151968496,202169.879045805
4,0,4,0,3,1,-1.60368484978979,167315.906388338
2,0,2,4,4,2,-0.320883634756368,200203.9115469
2,0,2,2,3,5,0.630695896592862,232261.223038397
1,1,3,2,4,5,2.15763119989815,415718.996783516
2,0,2,0,2,2,-3.3980983634382,119000.573518822
3,0,3,1,1,2,-1.01838935576744,182133.021011714
2,0,1,1,3,5,-0.147142679083147,206818.573194778
4,0,4,2,4,1,-0.578015427797572,193490.288888734
3,1,2,3,3,3,0.291471915979757,226894.487774568
2,0,4,1,5,4,0.901370342221134,239755.503066658
4,0,1,0,2,3,-0.777591679200557,188091.535135121
1,0,4,2,3,4,0.0143178227291924,213728.634028964
4,0,2,1,3,4,0.838212130575706,236969.07196713
4,0,3,0,3,1,-1.49251493667419,170286.326580793
5,1,5,1,4,1,1.00751818104389,255005.311469109
4,0,4,1,1,2,-0.556112938017777,193428.81892785
3,0,2,1,3,3,-0.396743859026183,196830.433594772
3,0,2,3,2,2,-0.568237230217204,194252.477458416
4,0,2,1,2,3,-0.258313422029922,205148.989571472
4,0,2,1,1,4,-0.302524334878388,203496.099316521
2,0,4,1,1,5,-0.458776281621221,194261.660050381
2,0,2,2,5,2,-0.754036938810002,186626.428637832
2,1,3,1,3,5,0.916807071390398,235613.885843923
4,0,5,2,4,1,-0.0100941873248318,213394.078768845
5,0,1,3,4,4,1.6471342248839,336929.000970118
3,0,2,2,4,3,0.513256821273494,232089.691104289
2,0,2,1,4,5,0.785975469466271,235112.016932924
5,1,2,0,2,1,-1.01586971109872,183901.440843087
2,0,1,3,1,3,-1.57052765460959,167801.20019575
5,0,3,0,3,2,-0.594680495009503,194743.074393814
3,1,3,1,4,2,-0.170087053381178,203962.416137598
2,0,3,1,4,5,0.806618092586906,240703.716499769
2,0,3,1,3,4,-0.457202789322485,198219.496177312
2,1,4,0,3,4,-0.0100761090866763,208323.621639944
2,0,2,1,3,1,-2.12017095348251,158327.219145341
3,1,2,4,4,4,2.17365502116124,388831.027524033
4,0,3,1,2,4,0.964381295447636,252548.241725824
4,0,5,2,5,3,2.05243085811054,427712.779006187
2,1,3,4,4,3,1.55173512602077,317508.359885737
2,0,4,1,3,2,-0.290989209292939,200510.441419229
3,0,4,4,4,3,1.26969581035658,271814.041082179
4,0,4,2,3,3,1.28739992981337,248467.738054554
1,0,5,4,4,1,-0.22227843160073,203765.236405947
2,0,1,4,2,3,-1.08199268602615,182802.443976314
4,0,2,0,3,1,-1.86854209965319,157295.534041645
1,0,2,1,3,3,-0.990777744177075,181724.18363473
2,1,4,3,3,5,2.21024578690062,388821.890468992
1,1,4,2,2,5,1.33423017622597,279515.578961735
4,1,3,2,4,2,1.17657431200342,279312.803367078
2,0,4,4,3,2,-0.478773526039322,193323.50353164
5,0,2,3,3,2,0.682834967997769,236755.290824875
4,1,2,1,3,2,-0.451464204253254,196234.751830492
2,0,4,1,5,3,-0.0496233614961298,207922.582102414
5,0,4,1,4,1,-0.0654506905341779,213681.954909969
3,0,3,3,5,3,0.944929278562769,238844.677906202
